DiseaseId,Disease_name
HP_0031217,Hot Flashes
EFO_0003050,Large Cell Lung Carcinoma
EFO_1001938,B-Cell Non-Hodgkins Lymphoma
HP_0001249,Intellectual Disability
EFO_0000330,Childhood Acute Myeloid Leukemia
EFO_0005799,Neonatal Abstinence Syndrome
HP_0002196,Myelopathy
HP_0002014,Diarrhea
EFO_1000059,Cervical Artery Dissection
MONDO_0017287,Igg4-Related Disease
MONDO_0018555,Hypogonadotropic Hypogonadism
EFO_0004286,Venous Thromboembolism
MONDO_0044925,Oral Cavity Carcinoma
EFO_0004214,Abdominal Aortic Aneurysm
EFO_0003921,Pouchitis
EFO_0004236,Focal Segmental Glomerulosclerosis
EFO_1000391,Nasal Cavity Polyp
EFO_0003854,Postmenopausal Osteoporosis
HP_0010992,Stress Urinary Incontinence
EFO_0009562,Polyneuropathy
HP_0001082,Cholecystitis
EFO_0009448,Pulmonary Fibrosis
EFO_0003025,Acute Megakaryoblastic Leukaemia
EFO_0003895,Epistaxis
EFO_1000318,Langerhans Cell Histiocytosis
EFO_0005773,Retinal Detachment
EFO_0004320,Suicidal Ideation
EFO_0007262,Epilepsy With Generalized Tonic-Clonic Seizures
MONDO_0012825,Extraskeletal Myxoid Chondrosarcoma
HP_0004755,Supraventricular Tachycardia
MONDO_0015626,Charcot-Marie-Tooth Disease
EFO_1000880,Corneal Neovascularization
EFO_1001792,Femoral Neck Fracture
EFO_0007355,Male Reproductive Organ Cancer
HP_0000175,Cleft Palate
HP_0004798,Recurrent Infection Of The Gastrointestinal Tract
EFO_0009842,Respiratory Depression
MONDO_0001583,Diabetic Polyneuropathy
MONDO_0004784,Allergic Asthma
EFO_0009582,Sprain
EFO_1000494,Primary Peritoneal Serous Adenocarcinoma
HP_0002045,Hypothermia
EFO_1001936,Adult T Acute Lymphoblastic Leukemia
EFO_1000630,Marginal Zone B-Cell Lymphoma
MONDO_0002635,Periodontal Disorder
EFO_0008525,Spinal Muscular Atrophy
HP_0200042,Skin Ulcer
EFO_0004799,Cholelithiasis
EFO_0000760,Malignant Peripheral Nerve Sheath Tumor
EFO_0008623,Dysthymic Disorder
EFO_0000684,Respiratory System Disease
HP_0001907,Thromboembolism
MONDO_0021698,Alcohol-Related Disorders
MONDO_0015643,Photosensitive Epilepsy
MONDO_0019091,Bronchopulmonary Dysplasia
HP_0004398,Peptic Ulcer
EFO_0009676,Musculoskeletal System Disease
EFO_0003030,Abscess
HP_0001822,Hallux Valgus
EFO_1000028,Ependymoma
MONDO_0003778,Inborn Error Of Immunity
MONDO_0024647,Urolithiasis
MONDO_0002471,Bursitis
EFO_0003085,Dedifferentiated Liposarcoma
EFO_0003878,Urethritis
MONDO_0021321,Malignant Tumor Of Extrahepatic Bile Duct
HP_0002381,Aphasia
MONDO_0002884,Nail Disorder
EFO_1001461,Endothelial Dysfunction
MONDO_0021107,Narcolepsy
MONDO_0002679,Cerebral Infarction
MONDO_0001134,Essential Hypertension
EFO_1001890,Food Allergy
EFO_0003958,Sunburn
EFO_1001905,Oxidative Stress
EFO_0000186,Invasive Breast Ductal Carcinoma
EFO_0004708,Nodular Sclerosis Hodgkin Lymphoma
EFO_1000668,Allergic Contact Dermatitis
EFO_0009364,Non-Allergic Rhinitis
MONDO_0019474,Hepatosplenic T-Cell Lymphoma
EFO_0001376,Synovial Sarcoma
GO_0035483,Gastric Emptying
EFO_0010822,Stenosing Tenosynovitis
EFO_0000557,Juvenile Dermatomyositis
EFO_1000961,Helicobacter Pylori Infectious Disease
EFO_0010282,Gastrointestinal Disease
HP_0001952,Glucose Intolerance
EFO_0003932,Bacterial Vaginosis
MONDO_0016486,Beta-Thalassemia Major
HP_0030680,Abnormality Of Cardiovascular System Morphology
HP_0012594,Moderate Albuminuria
EFO_0001069,Nutritional Disorder
HP_0002015,Dysphagia
EFO_0005570,Oral Cavity Cancer
EFO_0003835,Anal Neoplasm
EFO_0003028,Acute Myeloblastic Leukemia With Maturation
HP_0002093,Respiratory Insufficiency
EFO_1001012,Leptomeningeal Metastasis
EFO_0005541,Bone Development Disease
EFO_0009851,Muscle Atrophy
EFO_1000724,Lichen Disease
MONDO_0100130,Adult Acute Respiratory Distress Syndrome
MONDO_0003005,Macular Retinal Edema
EFO_0006862,Meniere Disease
HP_0000103,Polyuria
EFO_1000904,Drug-Induced Dyskinesia
MONDO_0004658,Breast Carcinoma In Situ
EFO_1001361,Localised Scleroderma
HP_0011974,Myelofibrosis
EFO_1001485,Acromegaly
EFO_1000357,Malignant Ovarian Brenner Tumor
MONDO_0100053,Anaphylaxis
EFO_0007634,Major Depressive Episode
EFO_1001806,Macrophage Activation Syndrome
EFO_0007427,Pericarditis
EFO_1001034,Mastitis
EFO_1001887,Epicondylitis
MONDO_0003061,Benign Muscle Neoplasm
EFO_0000308,Bronchoalveolar Adenocarcinoma
EFO_0003820,Bone Neoplasm
EFO_0005532,Angioedema
MONDO_0001208,Acute Respiratory Failure
MONDO_0016107,Myotonic Dystrophy
Orphanet_273,Steinert Myotonic Dystrophy
EFO_1001996,Thalassemia
HP_0000138,Ovarian Cyst
EFO_0008572,Malnutrition
EFO_0003870,Brain Aneurysm
HP_0002321,Vertigo
MONDO_0001572,Leiomyoma
EFO_0009867,Dysphoria
HP_0001657,Prolonged Qt Interval
EFO_0000233,Adenosquamous Lung Carcinoma
HP_0002619,Varicose Veins
EFO_0007202,Cervical Incompetence
EFO_0009508,Leg Injury
HP_0025428,Bronchospasm
EFO_0009637,Pleural Effusion
EFO_0010582,Morton Neuroma
EFO_1001054,Myofascial Pain Syndrome
EFO_0007319,Hyperprolactinemia
EFO_0003827,Pulmonary Embolism
EFO_0000536,Hyperplasia
HP_0002571,Achalasia
EFO_0004606,Gallbladder Neoplasm
MONDO_0010826,Childhood Absence Epilepsy
MONDO_0024290,Enuresis
HP_0003470,Paralysis
HP_0000737,Irritability
EFO_0000404,Diffuse Scleroderma
EFO_1001870,Late-Onset Alzheimers Disease
EFO_1000644,Newborn Respiratory Distress Syndrome
EFO_1001999,Systemic Juvenile Idiopathic Arthritis
HP_0010865,Oppositional Defiant Disorder
EFO_0003033,Bacteriemia
EFO_0009540,Dental Pulp Disease
HP_0001385,Hip Dysplasia
EFO_1001946,Childhood B Acute Lymphoblastic Leukemia
MONDO_0006715,Coronary Stenosis
EFO_0000407,Dilated Cardiomyopathy
MONDO_0018944,Gestational Trophoblastic Neoplasm
EFO_0008510,Lyme Disease
MONDO_0016028,Erythromelalgia
MONDO_0002171,Giant Cell Tumor
EFO_0003876,Intermittent Vascular Claudication
MONDO_0008458,Spinocerebellar Ataxia Type 2
EFO_1000852,Carcinoid Syndrome
EFO_0002628,Peripartum Cardiomyopathy
EFO_0000094,B-Cell Acute Lymphoblastic Leukemia
EFO_1001454,Amnesia
EFO_1000419,Ovarian Germ Cell Tumor
HP_0100749,Chest Pain
MONDO_0019088,Post-Transplant Lymphoproliferative Disease
MONDO_0100339,Friedreich Ataxia
EFO_1000954,Habitual Abortion
EFO_1001460,Diverticulitis
HP_0003074,Hyperglycemia
MONDO_0021661,Coronary Atherosclerosis
EFO_0011057,Neurotoxicity
EFO_0003901,Dysuria
EFO_0005109,Energy Expenditure
EFO_0008586,Non-St Elevation Myocardial Infarction
EFO_1000905,Drug-Induced Hepatitis
EFO_0000280,Barrett'S Esophagus
EFO_1002005,Lumbar Disc Herniation
EFO_1001463,Gastroenteritis
EFO_0003907,Deep Vein Thrombosis
HP_0000938,Osteopenia
EFO_0003839,Retinopathy
EFO_0007168,Berylliosis
EFO_0004609,Treatment Refractory Schizophrenia
MONDO_0002420,Tic Disorder
MONDO_0100062,Developmental And Epileptic Encephalopathy
HP_0001298,Encephalopathy
EFO_0004238,Hearing Loss
EFO_1002017,Differentiated Thyroid Carcinoma
EFO_0009373,Edema
MONDO_0021074,Precancerous Condition
HP_0012115,Hepatitis
EFO_1000999,Joint Disease
EFO_0003875,Peripheral Vascular Disease
EFO_1000635,Hemangioma
EFO_0009514,Upper Extremity Fracture
MONDO_0021739,Prurigo
HP_0001871,Abnormality Of Blood And Blood-Forming Tissues
HP_0004936,Venous Thrombosis
EFO_0004257,Neurotic Disorder
Orphanet_33069,Dravet Syndrome
EFO_0002546,Abnormal Glucose Tolerance
EFO_0010680,Hematoma
EFO_0007053,Myelosuppression
MONDO_0020066,Ehlers-Danlos Syndrome
HP_0005521,Disseminated Intravascular Coagulation
EFO_1001157,Retinal Vein Occlusion
EFO_0005628,Proctitis
EFO_0003852,Developmental Disability
EFO_0008588,Peritonitis
MONDO_0002358,Laryngeal Carcinoma
MONDO_0010602,Hemophilia A
EFO_0007430,Persian Gulf Syndrome
HP_0000738,Hallucinations
EFO_0004149,Neuropathy
MONDO_0001087,Schizotypal Personality Disorder
MONDO_0004379,Female Breast Carcinoma
EFO_0006346,Severe Cutaneous Adverse Reaction
EFO_1000899,Diastolic Heart Failure
MONDO_0007295,Childhood Epilepsy With Centrotemporal Spikes
Orphanet_83419,Proximal Spinal Muscular Atrophy Type 3
HP_0025268,Stuttering
MONDO_0021054,Bone Sarcoma
EFO_1001373,Multiple Organ Failure
EFO_0010642,Neurodevelopmental Disorder
EFO_1001417,"Rhinitis, Allergic, Perennial"
HP_0000486,Strabismus
EFO_0008521,Rhinitis
HP_0009926,Epiphora
MONDO_0021310,Malignant Tumor Of Neck
HP_0007359,Focal-Onset Seizure
EFO_1002002,High Altitude Pulmonary Edema
EFO_0000342,Chronic Pancreatitis
MONDO_0001744,Angle-Closure Glaucoma
EFO_0007141,Allergic Conjunctivitis
EFO_0009507,Knee Injury
EFO_1001097,Periarthritis
EFO_1001435,Tenosynovitis
EFO_1001909,Plantar Fasciitis
HP_0030838,Hip Pain
MONDO_0016047,Endophthalmitis
EFO_0006792,Lewy Body Dementia
HP_0001300,Parkinsonism
EFO_0009954,Post-Operative Delirium
MONDO_0037939,Porphyria
EFO_0000563,Large Cell Neuroendocrine Carcinoma
MONDO_0000088,Precocious Puberty
EFO_1000877,Complex Partial Epilepsy
EFO_1001141,Pyelonephritis
MONDO_0022113,Central Centrifugal Cicatricial Alopecia
EFO_0009964,Bipolar Ii Disorder
EFO_0003832,Gallbladder Disease
EFO_0010638,Atopic Asthma
EFO_1001293,Collagenous Colitis
EFO_1001294,Lymphocytic Colitis
EFO_1001450,Wolff-Parkinson-White Syndrome
MONDO_0002618,Undifferentiated High Grade Pleomorphic Sarcoma Of Bone
EFO_0003819,Dental Caries
EFO_1001134,Pulmonary Edema
EFO_0009659,Aneurysm
EFO_0008546,Poisoning
MONDO_0022394,Cervical Intraepithelial Neoplasia
MONDO_0017816,Primary Systemic Amyloidosis
EFO_1000971,Hyperemesis Gravidarum
EFO_0004593,Gestational Diabetes
EFO_0008517,Oral Lichen Planus
MONDO_0018097,West Syndrome
MONDO_0018896,Thrombotic Thrombocytopenic Purpura
EFO_1001154,Retinal Artery Occlusion
EFO_0003099,Cushing Syndrome
MONDO_0015263,Brugada Syndrome
EFO_0003896,Left Ventricular Hypertrophy
HP_0002069,Bilateral Tonic-Clonic Seizure
EFO_0009315,Thrombophilia
MONDO_0002775,Anovulation
HP_0000132,Menorrhagia
EFO_0010581,Organophosphate Poisoning
EFO_1001132,Pseudotumor Cerebri
HP_0001655,Patent Foramen Ovale
MONDO_0017611,Pituitary Tumor
EFO_0007231,Cysticercosis
HP_0000999,Pyoderma
EFO_0005577,Pharynx Cancer
EFO_0005240,Rhegmatogenous Retinal Detachment
MONDO_0007947,Marfan Syndrome
EFO_0004992,Otitis Media
EFO_0002689,Antiphospholipid Syndrome
EFO_1000879,Corneal Edema
HP_0001915,Aplastic Anemia
EFO_0009658,Adverse Effect
MONDO_0004169,Premenstrual Tension
EFO_1001267,Aortic Coarctation
EFO_0003944,Tibia Fracture
EFO_0003817,Laryngeal Neoplasm
EFO_0005754,Parathyroid Disease
EFO_1001482,Cardiotoxicity
EFO_1001119,Posterior Uveitis
EFO_0002626,Thymus Neoplasm
MONDO_0018479,Congenital Adrenal Hyperplasia
MONDO_0005835,Lynch Syndrome
EFO_0004607,Duodenal Ulcer
EFO_1000910,Dysplasia Of Cervix
EFO_0008516,Non-Functioning Pituitary Adenoma
EFO_0003830,Prostatitis
EFO_0009093,Choroidal Melanoma
EFO_0009625,Facial Pain
MONDO_0001330,Presbyopia
EFO_0009531,Aortic Valve Disease
Orphanet_1945,Rolandic Epilepsy
EFO_0005529,Chagas Cardiomyopathy
EFO_0009130,Clostridium Difficile Infection
HP_0000011,Neurogenic Bladder
EFO_1001106,Pigmented Villonodular Synovitis
EFO_0004337,Intelligence
EFO_0009493,Paroxysmal Tachycardia
EFO_0002917,Ovarian Serous Adenocarcinoma
EFO_1002014,Melancholia
EFO_0004248,Male Infertility
EFO_0006803,Vasculitis
MONDO_0021666,Ear Infection
EFO_0020094,Lambert-Eaton Myasthenic Syndrome
HP_0001324,Muscle Weakness
MONDO_0021553,Transverse Myelitis
EFO_0000495,Fetal Growth Restriction
GO_0007596,Blood Coagulation
EFO_0000759,Lipoma
EFO_1001984,Cardiac Amyloidosis
HP_0200026,Ocular Pain
MONDO_0001299,Diabetic Autonomic Neuropathy
MONDO_0008195,Paramyotonia Congenita Of Von Eulenburg
EFO_1001348,Hiv-Associated Lipodystrophy Syndrome
EFO_0007448,Pneumocystosis
EFO_0005406,Colorectal Adenoma
MONDO_0015183,Short Bowel Syndrome
GO_0030728,Ovulation
Orphanet_848,Beta-Thalassemia
HP_0030016,Dyspareunia
EFO_0003940,Physical Activity
MONDO_0004907,Alopecia
MONDO_0024361,Circadian Rhythm Sleep Disorder
EFO_0005039,Hippocampal Atrophy
EFO_0007507,Thoracic Outlet Syndrome
EFO_0009951,Response To Surgery
EFO_1001240,Vulvovaginitis
HP_0000951,Abnormality Of The Skin
HP_0009762,Facial Wrinkling
HP_0031292,Cutaneous Abscess
MONDO_0000903,Myoclonus-Dystonia Syndrome
MONDO_0001697,Reading Disorder
MONDO_0007571,Primary Erythermalgia
EFO_0008590,Status Asthmaticus
EFO_0005612,Morphine Dependence
HP_0031844,Euphoria
HP_0100716,Self-Injurious Behavior
EFO_1001801,Intracranial Subdural Hematoma
EFO_1000653,Sarcopenia
HP_0001662,Bradycardia
MONDO_0043839,Ulcer Disease
MONDO_0015597,Pustulosis Palmaris Et Plantaris
EFO_0005758,Cycloplegia
HP_0011499,Mydriasis
EFO_0009386,Central Nervous System Disease
EFO_0004777,Alcohol Withdrawal
MONDO_0010526,Fabry Disease
EFO_0009447,Hypoxemia
EFO_1001161,Rheumatic Heart Disease
EFO_1001006,Klinefelter'S Syndrome
HP_0001336,Myoclonus
EFO_0009959,Diverticular Disease
EFO_0000706,Spondyloarthropathy
MONDO_0000432,Lymphoplasmacytic Lymphoma
MONDO_0024475,Squamous Cell Intraepithelial Neoplasia
EFO_1000949,Gastroschisis
EFO_1000986,Intermediate Uveitis
MONDO_0016158,Narcolepsy-Cataplexy Syndrome
EFO_0004246,Mucocutaneous Lymph Node Syndrome
EFO_1001908,Phobic Disorder
MONDO_0004247,Peptic Ulcer Disease
EFO_0007304,Hepatitis D Virus Infection
EFO_1000720,Keratosis
MONDO_0004857,Tendinitis
HP_0011950,Bronchiolitis
EFO_1001207,Systolic Heart Failure
EFO_1001916,Separation Anxiety Disorder
EFO_1001884,Dental Phobia
EFO_0000662,Polyp
HP_0000771,Gynecomastia
EFO_0000771,Bacterial Disease
EFO_0009523,Fecal Incontinence
EFO_0006772,Undifferentiated Carcinoma
EFO_1000233,Endometrial Endometrioid Adenocarcinoma
EFO_0000772,Pneumococcal Infection
EFO_0002756,Fasting
EFO_1000831,Bacterial Meningitis
EFO_1001092,Patellofemoral Pain Syndrome
EFO_1001476,Streptococcal Infection
EFO_1001891,Gastrointestinal Mucositis
HP_0002373,Febrile Seizure (Within The Age Range Of 3 Months To 6 Years)
MONDO_0000468,Third-Degree Atrioventricular Block
HP_0012664,Reduced Left Ventricular Ejection Fraction
MONDO_0008907,Pmm2-Congenital Disorder Of Glycosylation
EFO_0009661,Bronchitis
EFO_0008560,Female Infertility
EFO_0005676,Autoimmune Hepatitis
EFO_0007533,Vasomotor Rhinitis
EFO_1001927,Cutaneous Squamous Cell Carcinoma
EFO_0003073,Asymptomatic Myeloma
EFO_1001022,Low Tension Glaucoma
EFO_1000234,Endometrial Hyperplasia Without Atypia
MONDO_0043771,Radiodermatitis
MONDO_0018848,Igg4-Related Retroperitoneal Fibrosis
MONDO_0021355,Neoplasm Of Esophagus
MONDO_0003937,Spondylitis
MONDO_0019623,Hereditary Angioedema
EFO_0009952,Post-Operative Atrial Fibrillation
EFO_0009545,Esophageal Varices
HP_0002105,Hemoptysis
MONDO_0002280,Anemia
EFO_1000860,Cerebral Atherosclerosis
MONDO_0001162,Impulse Control Disorder
HP_0000093,Proteinuria
HP_0025267,Snoring
EFO_0007187,Bullous Pemphigoid
MONDO_0001382,Hepatorenal Syndrome
EFO_0000279,Azoospermia
EFO_0007227,Croup
EFO_1001222,Type Iii Hypersensitivity Reaction Disease
EFO_0005804,Polycythemia
EFO_1001065,Normal Pressure Hydrocephalus
MONDO_0008223,Hypokalemic Periodic Paralysis
MONDO_0008224,Hyperkalemic Periodic Paralysis
MONDO_0019499,Turner Syndrome
EFO_1001893,Hand-Foot Syndrome
HP_0000975,Hyperhidrosis
MONDO_0001370,Pericardial Effusion
EFO_0007228,Cryptococcal Meningitis
EFO_0001062,Cytomegalovirus Infection
EFO_0000678,Pterygium
EFO_0003959,Cleft Lip
EFO_1001932,Adult Acute Megakaryoblastic Leukemia
HP_0011277,Abnormality Of The Urinary System Physiology
EFO_1001271,Atrophic Vaginitis
EFO_1001945,Childhood Acute Myeloid Leukemia With Maturation
MONDO_0002887,Bile Duct Disorder
Orphanet_98974,Fuchs Endothelial Corneal Dystrophy
EFO_1001814,Nephrogenic Fibrosing Dermopathy
HP_0000616,Miosis
EFO_1000025,Cystitis
EFO_0009609,Myocarditis
MONDO_0001475,Neutropenia
EFO_0003763,Cerebrovascular Disorder
EFO_0009322,Proliferative Diabetic Retinopathy
EFO_0004276,Stevens-Johnson Syndrome
HP_0003270,Abdominal Distention
MONDO_0019139,Acquired Hemophilia
MONDO_0001641,Severe Pre-Eclampsia
EFO_1000231,Endometrial Clear Cell Adenocarcinoma
EFO_0007347,Listeriosis
MONDO_0011035,Neurofibromatosis-Noonan Syndrome
EFO_0002616,Macroglobulinemia
EFO_0009006,Hyperandrogenism
EFO_1002029,Chronic Rhinosinusitis With Nasal Polyps
HP_0000639,Nystagmus
EFO_0009449,Keratitis
EFO_0005752,Eye Inflammation
EFO_0004540,Chronic Fatigue Syndrome
EFO_1000412,Ovarian Carcinosarcoma
Orphanet_79211,Combined Hyperlipidemia
MONDO_0007113,Angelman Syndrome
EFO_1001491,Abortion
MONDO_0002203,Constipation Disorder
EFO_0000589,Metabolic Disease
EFO_0004277,Brain Infarction
MONDO_0010311,Becker Muscular Dystrophy
EFO_0003811,Refractory Anemia With Excess Blasts
EFO_0009536,Blepharitis
EFO_1000784,Microscopic Polyangiitis
MONDO_0007935,Cystoid Macular Edema
EFO_0000502,Ganglioneuroblastoma
HP_0001510,Growth Delay
EFO_0009104,Hyperuricemia
EFO_0009488,Spinal Cord Disease
HP_0008209,Premature Ovarian Insufficiency
EFO_1000747,Parapsoriasis
EFO_1001062,Nodular Goiter
EFO_0007415,Otitis Media With Effusion
HP_0011015,Abnormal Blood Glucose Concentration
EFO_0008620,Polycystic Kidney Disease
EFO_0004364,Neurobehavioral Manifestations
EFO_0007493,Spondylolisthesis
EFO_0008571,Viral Conjunctivitis
EFO_0009560,Otitis Externa
EFO_0009657,Acute Pharyngitis
EFO_1002022,Herpes Simplex Infection
MONDO_0021108,Meningitis
EFO_1000694,Erythema Multiforme
Orphanet_269,Facioscapulohumeral Dystrophy
MONDO_0015974,Severe Combined Immunodeficiency
MONDO_0018338,Activated Pi3K-Delta Syndrome
EFO_1001866,Ventral Hernia
EFO_1000979,Hypothalamic Neoplasm
EFO_0009870,Bone Metastasis
EFO_0009869,Xerostomia
HP_0001653,Mitral Regurgitation
MONDO_0004880,Bowel Dysfunction
EFO_1000811,Anterior Uveitis
EFO_1000562,Tenosynovial Giant Cell Tumor
HP_0001337,Tremor
EFO_0005223,Acute Stress Reaction
HP_0000155,Oral Ulcer
MONDO_0018982,Niemann-Pick Disease Type C
HP_0001649,Tachycardia
MONDO_0018800,Kallmann Syndrome
EFO_0007460,Reactive Arthritis
EFO_1001973,Ureter Urothelial Carcinoma
EFO_0009483,Breast Disease
EFO_0009727,Shortness Of Breath
HP_0033454,Tube Feeding
MONDO_0021233,Ear Neoplasm
HP_0005268,Miscarriage
EFO_1000096,Atrophy
EFO_0010270,Menstrual Disorder
HP_0100790,Hernia
EFO_1000926,Erdheim-Chester Disease
EFO_0003764,Transient Ischemic Attack
MONDO_0044211,Idiopathic Urticaria
MONDO_0015719,Severe Hemophilia A
EFO_0004517,Arterial Stiffness Measurement
EFO_1001109,Pituitary Dwarfism
EFO_0003837,Calcification
MONDO_0001705,Pure Red-Cell Aplasia
EFO_0000778,Anthrax Infection
HP_0002024,Malabsorption
HP_0004322,Short Stature
EFO_1001923,Varicose Ulcer
MONDO_0000485,Spasmodic Dystonia
HP_0000618,Blindness
EFO_1002018,Bronchial Disease
MONDO_0012511,Preterm Premature Rupture Of The Membranes
EFO_0009512,Lower Extremity Fracture
EFO_0010269,Amenorrhea
HP_0100608,Metrorrhagia
MONDO_0018075,Neural Tube Defect
EFO_0006928,Motion Sickness
MONDO_0001718,Scleritis
EFO_0004191,Androgenetic Alopecia
EFO_1001228,Ureterolithiasis
EFO_0009085,Arterial Occlusive Disease
HP_0030242,Portal Vein Thrombosis
MONDO_0002247,Factor X Deficiency
EFO_1002023,Plantar Wart
MONDO_0018044,Idiopathic Hypersomnia
EFO_0001060,Celiac Disease
EFO_0002497,Acute Hypotension
EFO_0007450,Poliomyelitis
MONDO_0021400,Polyp Of Colon
MONDO_0024664,"Hypertension, Pregnancy-Induced"
MONDO_0007606,Fibrodysplasia Ossificans Progressiva
EFO_0005246,Hypersomnia
EFO_1000049,Pulmonary Tuberculosis
EFO_0003063,Polymyositis
EFO_0009086,Arteriosclerosis
EFO_0007498,Stiff-Person Syndrome
EFO_0004705,Hypothyroidism
MONDO_0100244,Paroxysmal Nocturnal Hemoglobinuria
EFO_0003802,Refractory Anemia
EFO_0003812,Refractory Anemia With Ringed Sideroblasts
HP_0006000,Ureteral Obstruction
EFO_0005741,Infectious Disease
EFO_0009454,Gastric Ulcer
EFO_1000253,Fallopian Tube Serous Adenocarcinoma
EFO_0005756,Skin Wound
MONDO_0017147,Idiopathic Pulmonary Arterial Hypertension
EFO_1001347,Herpes Labialis
EFO_0000618,Nervous System Disease
MONDO_0001751,Cholestasis
EFO_1000634,Hamartoma
HP_0004418,Thrombophlebitis
EFO_0004228,Drug-Induced Liver Injury
MONDO_0015798,Inflammatory Myofibroblastic Tumor
EFO_0004254,Membranous Glomerulonephritis
MONDO_0021582,Lentigo
EFO_0004229,Dupuytren Contracture
MONDO_0001734,Tuberous Sclerosis
EFO_0010820,Spontaneous Coronary Artery Dissection
EFO_0020925,Angina Unstable
EFO_1000881,Coronary Aneurysm
EFO_1000883,Coronary Thrombosis
EFO_1001255,Spontaneous Abortion
GO_0070527,Platelet Aggregation
EFO_0007312,Hiv Wasting Syndrome
EFO_0003963,Freckles
EFO_0006865,Urgency Urinary Incontinence
EFO_0004145,Myopathy
MONDO_0018150,Gaucher Disease
EFO_0003762,Vitamin D Deficiency
MONDO_0015515,Carnitine Palmitoyltransferase Ii Deficiency
EFO_1001082,Panuveitis
EFO_0004266,Primary Ovarian Insufficiency
EFO_0004207,Pathological Myopia
EFO_0008997,Synovitis
EFO_0009715,Wheezing
EFO_1001129,Proliferative Vitreoretinopathy
EFO_0004826,Anti-Neutrophil Antibody Associated Vasculitis
EFO_0002621,Prostate Intraepithelial Neoplasia
EFO_1001864,Uterine Prolapse
HP_0002907,Microscopic Hematuria
MONDO_0001410,Postmenopausal Atrophic Vaginitis
MONDO_0003199,Anal Carcinoma
EFO_0004318,Smoking Behavior
EFO_0007169,Biliary Dyskinesia
EFO_0009579,Postpartum Hemorrhage
EFO_0007147,Anogenital Venereal Wart
EFO_0005539,Adrenal Gland Disease
EFO_0002627,Vulvar Intraepithelial Neoplasia
MONDO_0002102,Cheilitis
Orphanet_271861,Familial Transthyretin-Related Amyloidosis
MONDO_0020121,Muscular Dystrophy
MONDO_0017182,Familial Hyperinsulinism
EFO_0009094,Idiopathic Dilated Cardiomyopathy
EFO_0000508,Genetic Disorder
MONDO_0019441,Attrv122I Amyloidosis
MONDO_0002492,Acute Kidney Failure
MONDO_0018923,22Q11.2 Deletion Syndrome
EFO_0007372,Mitral Valve Stenosis
EFO_0006501,Carotid Plaque Build
HP_0011147,Typical Absence Seizure
EFO_1001145,Raynaud Disease
HP_0003401,Paresthesia
EFO_0001067,Parasitic Infection
EFO_0004224,Coronary Restenosis
EFO_0007442,Placenta Praevia
EFO_0005424,Dyslexia
EFO_1000623,Vulvar Lichen Sclerosus
HP_0012803,Anisometropia
EFO_0007208,Churg-Strauss Syndrome
EFO_0006462,Ovarian Mucinous Adenocarcinoma
EFO_1000435,Ovarian Transitional Cell Carcinoma
EFO_0009012,Polyarteritis Nodosa
EFO_1000797,Adrenal Gland Hyperfunction
MONDO_0008347,Idiopathic And/Or Familial Pulmonary Arterial Hypertension
MONDO_0024352,Viral Respiratory Tract Infection
DOID_7551,Gonorrhea
EFO_0003955,Bacterial Sexually Transmitted Disease
EFO_0005622,Crohn'S Colitis
EFO_0007185,Brucellosis
EFO_0007205,Chlamydia Trachomatis Infectious Disease
EFO_0007272,Filarial Elephantiasis
EFO_0007410,Ornithosis
EFO_0007469,Rhabdoviridae Infectious Disease
EFO_0007480,Scrub Typhus
EFO_0007504,Syphilis
EFO_0009117,Typhus
EFO_1000842,Borrelia Infectious Disease
EFO_1001177,Septic Abortion
EFO_1001235,Vibrio Infectious Disease
EFO_1001312,Endometritis
EFO_1001444,Tularemia
EFO_1002047,Spotted Fever
EFO_0004285,Albuminuria
EFO_0007129,Acute Chest Syndrome
MONDO_0037748,Hyperlipoproteinemia
MONDO_0018473,Hyperlipoproteinemia Type 3
EFO_0004911,Familial Hypercholesterolemia
MONDO_0002070,Ventricular Septal Defect
EFO_0007332,Japanese Encephalitis
EFO_0004129,Familial Amyloid Neuropathy
MONDO_0008380,Retinoblastoma
EFO_1001872,Agoraphobia
MONDO_0015469,Craniosynostosis
EFO_0000248,Alveolar Rhabdomyosarcoma
EFO_0003017,Transitional Cell Carcinoma Of Kidney
MONDO_0017314,"Ehlers-Danlos Syndrome, Vascular Type"
EFO_0007323,Inclusion Body Myositis
EFO_0003769,Endocrine Neoplasm
EFO_0007167,Bell'S Palsy
EFO_0004225,Coronary Vasospasm
EFO_1001020,Lipoid Nephrosis
EFO_1001226,Uremia
EFO_0007443,Placental Insufficiency
EFO_0005757,Vaginal Inflammation
EFO_0009463,Infarction
EFO_1000752,Photosensitivity Disease
EFO_1000854,Causalgia
EFO_1000896,Diabetic Angiopathy
HP_0000540,Hypermetropia
HP_0001518,Small For Gestational Age
HP_0012042,Aspirin-Induced Asthma
HP_0100014,Epiretinal Membrane
MONDO_0000527,Colon Adenoma
MONDO_0043579,Enteritis
EFO_0005751,Eye Allergy
HP_0011107,Recurrent Aphthous Stomatitis
HP_0012219,Erythema Nodosum
MONDO_0002041,Fungal Infectious Disease
EFO_0005588,Small Intestine Carcinoma
MONDO_0002601,Teratoma
Orphanet_1764,Familial Dysautonomia
MONDO_0004768,Keratoconjunctivitis
MONDO_0020290,Familial Atrioventricular Septal Defect
